full_address,corrected_address,lat,lng
149 BEDOK RESERVOIR RD,149 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470149,1.335769298,103.9127796
35 BEDOK STH AVE 2,35A BEDOK SOUTH AVENUE 2 MULTI STOREY CAR PARK SINGAPORE 463035,1.322600153,103.9397927
42 BEDOK STH RD,42 BEDOK SOUTH ROAD BEDOK SOUTH PARKVIEW SINGAPORE 460042,1.321478478,103.940721
34 BEDOK STH AVE 2,34A BEDOK SOUTH AVENUE 2 MULTI STOREY CAR PARK SINGAPORE 462034,1.322292801,103.9382517
7 BEDOK STH AVE 2,7 BEDOK SOUTH AVENUE 2 HDB-BEDOK SINGAPORE 460007,1.3228154429999999,103.9354552
8 BEDOK STH AVE 2,8 BEDOK SOUTH AVENUE 2 HDB-BEDOK SINGAPORE 460008,1.32284177,103.9360468
80 BEDOK NTH RD,80 BEDOK NORTH ROAD HDB-BEDOK SINGAPORE 460080,1.32848132,103.9406116
78 BEDOK NTH RD,78 BEDOK NORTH ROAD HDB-BEDOK SINGAPORE 460078,1.327260072,103.9408488
135 BEDOK RESERVOIR RD,135 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470135,1.333141064,103.91252349999999
148 BEDOK RESERVOIR RD,148 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470148,1.335340885,103.911905
81 BEDOK NTH RD,81A BEDOK NORTH ROAD SINGAPORE 461081,1.329299912,103.94108840000001
142 BEDOK RESERVOIR RD,142 BEDOK RESERVOIR ROAD EUNOS SPRING SINGAPORE 470142,1.335636498,103.9132694
124 BEDOK NTH RD,124 BEDOK NORTH ROAD HDB-BEDOK SINGAPORE 460124,1.329258819,103.93904640000001
705 BEDOK NTH RD,705A BEDOK NORTH ROAD SINGAPORE 471705,1.336608478,103.9196138
554 BEDOK NTH ST 3,554 BEDOK NORTH STREET 3 KAKI BUKIT GREEN SINGAPORE 460554,1.3326271509999998,103.92817209999998
602 BEDOK RESERVOIR RD,602 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470602,1.329348987,103.91158320000001
508 BEDOK NTH AVE 3,508 BEDOK NORTH AVENUE 3 KAKI BUKIT VILLE SINGAPORE 460508,1.333400122,103.9325194
720 BEDOK RESERVOIR RD,720 BEDOK RESERVOIR ROAD BEDOK RESERVOIR GARDEN SINGAPORE 470720,1.335972774,103.924883
765 BEDOK RESERVOIR VIEW,765A BEDOK RESERVOIR VIEW MULTI STOREY CAR PARK SINGAPORE 471765,1.3357061190000001,103.9363386
10 CHAI CHEE RD,10 CHAI CHEE ROAD SINGAPORE 467010,1.3272757240000002,103.92480359999999
185 BEDOK NTH RD,185 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460185,1.326237253,103.94082759999999
111 LENGKONG TIGA,111 LENGKONG TIGA HDB-KEMBANGAN ESTATE SINGAPORE 410111,1.324058778,103.9113038
220B BEDOK CTRL,220B BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 462220,1.325477105,103.9343482
603 BEDOK RESERVOIR RD,603 BEDOK RESERVOIR ROAD EUNOS RAINBOW SINGAPORE 470603,1.33000184,103.912464
21 CHAI CHEE RD,21A CHAI CHEE ROAD MULTI STOREY CAR PARK SINGAPORE 462021,1.326473555,103.9222838
672 JLN DAMAI,672 JALAN DAMAI EUNOS DAMAI VILLE SINGAPORE 410672,1.33207913,103.9087571
415 BEDOK NTH AVE 2,415 BEDOK NORTH AVENUE 2 GARDEN HILL SINGAPORE 460415,1.329649995,103.9302606
763 BEDOK RESERVOIR VIEW,763 BEDOK RESERVOIR VIEW LONGVALE SINGAPORE 470763,1.336072095,103.9348306
805 CHAI CHEE RD,805 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460805,1.324306049,103.92162540000001
723 BEDOK RESERVOIR RD,723 BEDOK RESERVOIR ROAD RESERVOIR VIEW SINGAPORE 470723,1.3369543940000002,103.9289606
722 BEDOK RESERVOIR RD,722 BEDOK RESERVOIR ROAD RESERVOIR VIEW SINGAPORE 470722,1.336636993,103.9282078
219C BEDOK CTRL,219C BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 463219,1.324855984,103.9335196
640 BEDOK RESERVOIR RD,640 BEDOK RESERVOIR ROAD EUNOS TENAGA VILLE SINGAPORE 410640,1.332101322,103.9049532
160 BEDOK STH AVE 3,160 BEDOK SOUTH AVENUE 3 SIGLAP EAST SINGAPORE 460160,1.31925983,103.94520290000001
94C BEDOK NTH AVE 4,94C BEDOK NORTH AVENUE 4 HDB-BEDOK SINGAPORE 462094,1.333614296,103.9426283
22 SIN MING RD,22 SIN MING ROAD HDB-SIN MING IND EST SINGAPORE 570022,1.357284441,103.83939670000001
407 SIN MING AVE,407 SIN MING AVENUE SIN MING GARDEN SINGAPORE 570407,1.363453206,103.8342146
105 BISHAN ST 12,105 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570105,1.3458949359999999,103.84736529999999
167 BISHAN ST 13,167 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570167,1.3480034109999999,103.8553957
111 BISHAN ST 12,111 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570111,1.3470675269999999,103.8480637
181 BISHAN ST 13,181 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570181,1.349138096,103.8528785
166 BISHAN ST 13,166 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570166,1.348863451,103.85522579999999
109 BISHAN ST 12,109 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570109,1.346750596,103.8479902
115 BISHAN ST 12,115 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570115,1.3479183890000002,103.84875009999999
260 BISHAN ST 22,260 BISHAN STREET 22 HDB-BISHAN SINGAPORE 570260,1.3596137680000002,103.8421874
275A BISHAN ST 24,275A BISHAN STREET 24 NATURA LOFT SINGAPORE 571275,1.35673539,103.8435198
214 BISHAN ST 23,214 BISHAN STREET 23 HDB-BISHAN SINGAPORE 570214,1.357511897,103.8483034
182 BISHAN ST 13,182 BISHAN STREET 13 HDB-BISHAN SINGAPORE 570182,1.350205825,103.85304920000002
448 BRIGHT HILL DR,448 BRIGHT HILL DRIVE SIN MING COURT SINGAPORE 570448,1.35840617,103.8314316
402 SIN MING AVE,402 SIN MING AVENUE SIN MING GARDEN SINGAPORE 570402,1.362768866,103.8327589
128 BISHAN ST 12,128 BISHAN STREET 12 HDB-BISHAN SINGAPORE 570128,1.34608832,103.85046679999999
303 SHUNFU RD,303 SHUNFU ROAD SHUNFU GARDENS SINGAPORE 570303,1.349769429,103.8384765
231 BISHAN ST 23,231A BISHAN STREET 23 SINGAPORE 571231,1.357468051,103.84643270000001
134 BISHAN ST 12,134 BISHAN STREET 12 HDB-BISHAN SINGAPORE 570134,1.345411048,103.8520798
342 BT BATOK ST 34,342 BUKIT BATOK STREET 34 HDB-BUKIT BATOK SINGAPORE 650342,1.362583231,103.74857490000001
530 BT BATOK ST 51,530 BUKIT BATOK STREET 51 HDB-BUKIT BATOK SINGAPORE 650530,1.3561819919999998,103.7510934
145 BT BATOK ST 11,145 BUKIT BATOK STREET 11 HDB-BUKIT BATOK SINGAPORE 650145,1.349973055,103.7437249
528 BT BATOK ST 51,528 BUKIT BATOK STREET 51 HDB-BUKIT BATOK SINGAPORE 650528,1.3566514680000001,103.7510918
537 BT BATOK ST 52,537 BUKIT BATOK STREET 52 GUILIN BREEZE SINGAPORE 650537,1.355115164,103.7508779
213 BT BATOK ST 21,213 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650213,1.346818455,103.7524969
219 BT BATOK ST 21,219 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650219,1.347207298,103.7549997
235 BT BATOK EAST AVE 5,235 BUKIT BATOK EAST AVENUE 5 GOMBAK GARDENS SINGAPORE 650235,1.348483521,103.7563004
130 BT BATOK WEST AVE 6,130 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650130,1.35106126,103.7458574
212 BT BATOK ST 21,212 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650212,1.347192811,103.7522173
346 BT BATOK ST 34,346 BUKIT BATOK STREET 34 HDB-BUKIT BATOK SINGAPORE 650346,1.362471404,103.7505611
226 BT BATOK CTRL,226 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650226,1.3487333780000001,103.7531743
247 BT BATOK EAST AVE 5,247A BUKIT BATOK EAST AVENUE 5 SINGAPORE 651247,1.349969437,103.7564978
169 BT BATOK WEST AVE 8,169 BUKIT BATOK WEST AVENUE 8 HDB-BUKIT BATOK SINGAPORE 650169,1.346607336,103.7409093
154 BT BATOK ST 11,154 BUKIT BATOK STREET 11 SINGAPORE 650154,1.3477355830000002,103.743984
260 BT BATOK EAST AVE 4,260 BUKIT BATOK EAST AVENUE 4 HDB-BUKIT BATOK SINGAPORE 650260,1.3509125919999998,103.75902109999998
360 BT BATOK ST 31,360 BUKIT BATOK STREET 31 HDB-BUKIT BATOK SINGAPORE 650360,1.3610670480000002,103.7506254
217 BT BATOK ST 21,217 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650217,1.3467339219999999,103.7547278
178 BT BATOK WEST AVE 8,178 BUKIT BATOK WEST AVENUE 8 HDB-BUKIT BATOK SINGAPORE 650178,1.346054606,103.7426059
265 BT BATOK EAST AVE 4,265 BUKIT BATOK EAST AVENUE 4 HDB-BUKIT BATOK SINGAPORE 650265,1.3500084019999998,103.75986280000001
134 BT BATOK WEST AVE 6,134 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650134,1.35159087,103.74450959999999
301 BT BATOK ST 31,301 BUKIT BATOK STREET 31 HONG KAH GREEN SINGAPORE 650301,1.356769427,103.74877430000001
289E BT BATOK ST 25,289E BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 654289,1.3441702930000001,103.7594314
244 BT BATOK EAST AVE 5,244 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650244,1.3491826980000001,103.7572392
248 BT BATOK EAST AVE 5,248 BUKIT BATOK EAST AVENUE 5 GOMBAK VIEW SINGAPORE 650248,1.350258841,103.7566047
290D BT BATOK EAST AVE 3,290D BUKIT BATOK EAST AVENUE 3 SPRING VIEW SINGAPORE 651290,1.3444115030000001,103.7574615
395 BT BATOK WEST AVE 5,395 BUKIT BATOK WEST AVENUE 5 GOODVIEW GARDENS SINGAPORE 650395,1.366316899,103.75228759999999
642 BT BATOK CTRL,642 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650642,1.349006479,103.7517067
185 BT BATOK WEST AVE 6,185 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650185,1.347081585,103.744924
106 BT BATOK CTRL,106 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650106,1.348222309,103.74718850000001
210 BT BATOK ST 21,210 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650210,1.345480082,103.7499561
386 BT BATOK WEST AVE 5,386 BUKIT BATOK WEST AVENUE 5 SINGAPORE 650386,1.3639394219999998,103.75255600000001
394 BT BATOK WEST AVE 5,394 BUKIT BATOK WEST AVENUE 5 GOODVIEW GARDENS SINGAPORE 650394,1.3664231119999999,103.7526886
190 BT BATOK WEST AVE 6,190 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650190,1.34538562,103.7460455
206 BT BATOK ST 21,206 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650206,1.346671926,103.7493835
211 BT BATOK ST 21,211A BUKIT BATOK STREET 21 SINGAPORE 651211,1.346802134,103.7503002
391 BT BATOK WEST AVE 5,391 BUKIT BATOK WEST AVENUE 5 GOODVIEW GARDENS SINGAPORE 650391,1.365853749,103.7527285
205 BT BATOK ST 21,205 BUKIT BATOK STREET 21 HDB-BUKIT BATOK SINGAPORE 650205,1.3471217290000002,103.7500573
193 BT BATOK WEST AVE 6,193 BUKIT BATOK WEST AVENUE 6 HDB-BUKIT BATOK SINGAPORE 650193,1.3460089430000002,103.74442359999999
624 BT BATOK CTRL,624 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650624,1.3513414609999999,103.74950859999998
290A BT BATOK ST 24,290A BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 652290,1.343178552,103.7565485
141 BT BATOK ST 11,141 BUKIT BATOK STREET 11 HDB-BUKIT BATOK SINGAPORE 650141,1.3504417180000001,103.743212
120 BT BATOK CTRL,120 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650120,1.3510594269999998,103.7477123
289A BT BATOK ST 25,289A BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 650289,1.3444898090000001,103.7605172
10 JLN BT HO SWEE,10 JALAN BUKIT HO SWEE BUKIT HO SWEE VIEW SINGAPORE 161010,1.28745837,103.83267579999999
2 JLN BT HO SWEE,2 JALAN BUKIT HO SWEE BUKIT HO SWEE VIEW SINGAPORE 162002,1.28728822,103.831873
45 TELOK BLANGAH DR,45 TELOK BLANGAH DRIVE BLANGAH COURT SINGAPORE 100045,1.271757071,103.80956040000001
36 BEO CRES,36 BEO CRESCENT THE BEO CRESCENT SINGAPORE 160036,1.288300791,103.8271804
20 TELOK BLANGAH CRES,20 TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 090020,1.276915948,103.82181870000001
16 TAMAN HO SWEE,16 TAMAN HO SWEE BUKIT HO SWEE VIEW SINGAPORE 163016,1.288001696,103.8316146
32 TELOK BLANGAH RISE,32 TELOK BLANGAH RISE HDB-BUKIT MERAH SINGAPORE 090032,1.273131053,103.8216629
33 TELOK BLANGAH WAY,33 TELOK BLANGAH WAY HDB-BUKIT MERAH SINGAPORE 090033,1.2743619640000001,103.822184
142 JLN BT MERAH,142 JALAN BUKIT MERAH HDB-BUKIT MERAH SINGAPORE 160142,1.277008235,103.8280562
131 JLN BT MERAH,131 JALAN BUKIT MERAH KIM TIAN VISTA SINGAPORE 160131,1.280189419,103.82817840000001
30 JLN KLINIK,30 JALAN KLINIK HDB-BUKIT MERAH SINGAPORE 160030,1.287669769,103.82820290000001
63 TELOK BLANGAH HTS,63 TELOK BLANGAH HEIGHTS BLANGAH GARDEN SINGAPORE 100063,1.274831282,103.8109414
61 TELOK BLANGAH HTS,61 TELOK BLANGAH HEIGHTS BLANGAH GARDEN SINGAPORE 100061,1.2757050079999999,103.8120071
116 BT MERAH VIEW,116 BUKIT MERAH VIEW HDB-BUKIT MERAH SINGAPORE 151116,1.285134271,103.82153220000001
44 TELOK BLANGAH DR,44 TELOK BLANGAH DRIVE BLANGAH COURT SINGAPORE 100044,1.271408833,103.8108875
24 BEO CRES,24 BEO CRESCENT HDB-BUKIT MERAH SINGAPORE 160024,1.288525352,103.82845859999999
78 INDUS RD,78A INDUS ROAD MULTI STOREY CAR PARK SINGAPORE 164078,1.291297828,103.8281531
55 TELOK BLANGAH DR,55 TELOK BLANGAH DRIVE BLANGAH VIEW SINGAPORE 100055,1.27396036,103.8121495
130 BT MERAH VIEW,130 BUKIT MERAH VIEW BUKIT MERAH VIEW SINGAPORE 150130,1.284587128,103.8243603
122 BT MERAH LANE 1,122 BUKIT MERAH LANE 1 HDB-BUKIT MERAH SINGAPORE 150122,1.2864588190000001,103.8042002
80C TELOK BLANGAH ST 31,80C TELOK BLANGAH STREET 31 TELOK BLANGAH TOWERS SINGAPORE 103080,1.273494356,103.80722940000001
50 MOH GUAN TER,50 MOH GUAN TERRACE HDB-BUKIT MERAH SINGAPORE 161050,1.28407985,103.83052550000001
47 MOH GUAN TER,47 MOH GUAN TERRACE HDB-BUKIT MERAH SINGAPORE 160047,1.2842058170000001,103.8310634
54 HAVELOCK RD,54 HAVELOCK ROAD HAVELOCK VIEW SINGAPORE 161054,1.289308932,103.8292333
101 HENDERSON CRES,101 HENDERSON CRESCENT HDB-BUKIT MERAH SINGAPORE 150101,1.2907179979999999,103.8216252
23 TELOK BLANGAH CRES,23 TELOK BLANGAH CRESCENT MOUNT FABER VIEW SINGAPORE 090023,1.276080724,103.8208395
106 HENDERSON CRES,106 HENDERSON CRESCENT HDB-BUKIT MERAH SINGAPORE 150106,1.289426079,103.8222768
115 BT PURMEI RD,115 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090115,1.275352014,103.8269502
108 BT PURMEI RD,108 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090108,1.273357314,103.8253458
129 KIM TIAN RD,129A KIM TIAN ROAD KIM TIAN VISTA SINGAPORE 161129,1.2809759790000002,103.8292622
106B DEPOT RD,106B DEPOT ROAD DEPOT HEIGHTS SINGAPORE 102106,1.280649504,103.8107509
38 JLN RUMAH TINGGI,38 JALAN RUMAH TINGGI RUMAH TINGGI VIEW SINGAPORE 150038,1.288633659,103.8096439
