address,amenities,area,bathrooms,bedrooms,description,details,lease,link,name,price,property_type,psf_price
21 Marina Way - D1,"Clubhouse,Gym,Jacuzzi,Outdoor Dining,Balcony,Multi-purpose Hall,Fibre Ready,Pavilion,Pool Deck,Lounge,Mini Golf Range,Wading Pool,Hydrotherapy Pool,Fitness Corner,High Floor,Pool View,Lap Pool,BBQ",700 sqft / 65.03 sqm,1,1,"SELLING @ $300K BELOW VALUE (est)
Call 94300047 to enquire!","Furnishing,Partially Furnished,Availability,Now,District,D01",2018 - 99 years,https://www.99.co/singapore/sale/property/marina-one-residences-condo-829JWQYmnXdm2XBbeRfzbY?enquiry_position=57&enquiry_source=Search,Marina One Residences,"$1,598,000",Condo,"$2,283 psf"
Lorong 7 Realty Park - D19,"Greenery View,Patio / PES","3,411 sqft / 316.89 sqm",9,9,"⭐CHEAP! $$ BELOW VALUE!!⭐

✔️CORNER TERRACE
✔️BEAUTIFULLY RENOVATED (TOP 2014 est.)
✔️ENCLAVED IN PEOPLE'S GARDEN ESTATE IN REALTY PARK 
✔️!!!RARE!!!: GAZETTED BY URA AS A SAFEGUARDED  MIXED-LANDED ESTATE

⚡SPECIAL FEATURES⚡:
* CORNER TERRACE
* 9 LARGE BEDROOMS WITH EN SUITE
* SPACIOUS BUILT-UP: 5,130 sqft (approx)
* LAND SIZE: 3,411 (approx)
* HIGH CEILING

❗CONVENIENCE❗:
✅ Mins walk to Hougang Central's Food & Amenities Village (e.g. Supermart, Coffee Shops,  McDonald's)
✅ Accessibility to Good Schools: Rosyth Pri, Xin Ming Pri & Secondary, Monfort Junior & High School, Holy Innocents' High.
✅ Mins walk to Hougang Poly-Clinic
✅ Opposite to Fitness Amenities:  Hougang Swimming Complex, ACTIVESG Gym & Stadium
✅ Few to Hougang  MRT Station (NE 14)
✅ Few stops to Heartland MAll & Kovan MRT Station (NE 13)
✅ Convenient access to Changi Airport 
✅ High Connectivity to CTE, TPE & KPE
✅ Beside NEW PARKWOOD COLLECTION
✅ Opposite FLORENCE REGENCY
✅ Near Affinity @ Serangoon & The Gardens Residence
✅  Stone's throw to Serangoon Gardens

About Realty Park:
- Strategically located in District 19, Hougang area
- Short walk to Realty Park & Playground

Extensive Bus Service and MRT Nearby:
- Hougang MRT Station (NE14)
- Kovan MRT Station(NE13)

Childcare Centres and Schools nearby:
- Xinmin Primary School
- Xinmin Secondary School
- Montfort Junior
- Montfort Secondary School
- Holy Innocents' High
- Rosyth Primary School

Shopping amenities and local delicacy nearby:
- Hougang Mall
- Heartland Mall
- Kovan Market & Food Centre
- Serangoon Garden Market & Food Centre

call Jackson @ 94300047 for an exclusive view today!

我会双语变通 - 中文 /英文。若有任何关于房产出租或售卖，欢迎你联络我。

我的手机号码是：94300047","Facing,North West,Availability,Now,Landed House Area Zoning,Others,District,D19", - 999 years,https://www.99.co/singapore/sale/property/lorong-7-realty-park-landed-EXSmf3avQseVrafD2uaWNA?enquiry_position=58&enquiry_source=Search,People's Garden,"$4,400,000",Terraced House,"$1,290 psf"
51 Tampines Lane - D18,"Jogging Track,Clubhouse,Sea View,Tennis Court,Pond,Balcony,Pavilion,Lap Pool,Greenery View,Lounge,Wading Pool,Jacuzzi,Playground,Fibre Ready,Reflexology Path,BBQ",581 sqft / 53.97 sqm,1,2,"Condominium living in Tampines, at affordable entry price

TREASURE AT TAMPINES

DISTRICT 18 – TAMPINES

Treasure at Tampines (former Tampines Court), is an exciting mega new development in a mature estate of Tampines, with a total of 2,203 units proudly developed by the reputable developer Sim Lian Group, located at Tampines St 11 (D18). Treasure signifies the luxuriance of riches and everything you hold dear. It resembles the celebration of moments and joys of living that are most valued.

This 99-years leasehold development has a modern and contemporary architecture with extensive use of glass to bring brightness and light into the living spaces. It provides a great variety of lifestyle options within the development with 128 wholesome facilities that cater to a wide spectrum of home owners.

Some facilities available within the development are:

Gourmet dining

Trampoline Courtyard

Aqua Aerobic Pool with Aqua gym equipment

Treasure Clubhouse

Wellness Corner(Elderly Fitness)

Fitness Garden(Adult Fitness)

Treasure at Tampines is within close proximity to reputable schools like Angsana Pri, Changkat Pri, Chongzheng Pri, Tampines Pri & Yumin Pri School, etc. additionally, there are plenty of shopping amenities available including Tampines Mall, Century Square, Tampines One, Our Tampines Hub, Eastpoint Mall, Giant & IKEA and Jewel at Changi Airport.

Project Highlights:

Minutes walk to Simei MRT (East West Line) & Tampines West MRT (Downtown Line)

Accessibility - Conveniently accessible islandwide via PIE & TPE

Reputable Schools - Angsana Pri, Changkat Pri, Chongzheng Pri, Tampines Pri & Yumin Pri School, etc

Shopping Conveniences - Tampines Mall, Century Square, Tampines One, Our Tampines Hub, Eastpoint Mall, Giant & Ikea, Jewel at Changi Airport, etc

Call 98585738 Now To Enquire.","Furnishing,Unfurnished,Facing,North South,Availability,Now,District,D18",2023 - 99 years,https://www.99.co/singapore/sale/property/treasure-at-tampines-condo-rQy67hEuJmUeAf7WJWTg8i?enquiry_position=56&enquiry_source=Search,Treasure at Tampines,"$829,000",Condo,"$1,427 psf"
11 Balmoral Road - D10,"Gym,Sea View,Parking,Balcony,Pavilion,Greenery View,Pool Deck,Swimming Pool,Wading Pool,Jacuzzi,Playground,Security,Fibre Ready,Sculpture,BBQ","1,249 sqft / 116.03 sqm",3,3,"District 10 – BALMORAL ROAD

THE HYDE

The Hyde is a new prime freehold development by developer Aurum Land (Private) Limited. A subsidiary of Woh Hup Holdings Pte Ltd, Aurum Land champions functionality and form in its designs to create exclusive and beautiful living space. The development comprises of 12 stories with 117 units with a unit mix from 1-bedroom to 4-bedroom choices. It’s location at district 10 makes it the coveted address for the discerning few.

Every aspect of The Hyde emanates quiet privilege. It stands apart through its sleek, sculptural and distinctive profile. Meticulously landscaped with lush tropical foliage to provide subtle screening, The Hyde offers a peaceful and serene environment. In addition, smart home systems with multiple levels of security provides homeowners and their designed guests diplomat-level privacy. From the grounds to the rooftop, The Hyde creates an enchanting reality that connects homeowners.

Strategically location along Balmoral Road, residents will enjoy easy connections to the Central Expressway (CTE), Pan Island Expressway (PIE) and Orchard Road. Residents will be in the centre of a wide network of connectivity and convenience. With Stevens MRT station and Newton MRT Station just minutes away and all the major bus routes serving the vicinity of The Hyde, public commute is accessible and convenient for all.

Project Highlights:

117 Rare Freehold homes fronting Goodwood Hill, prime D10 Balmoral Road

Within 1KM to Anglo-Chinese School & Singapore Chinese Girls’ Primary School

Minutes walk to Newton MRT (North South Line) & Stevens MRT (Downtown Line) - Both Interchange stations

Call 94300047 Now To Enquire.","Furnishing,Unfurnished,Facing,South East,Availability,Now,District,D10",2022 - Freehold,https://www.99.co/singapore/sale/property/the-hyde-condo-q8dki7yHeQuh9QqtdKQet4?enquiry_position=55&enquiry_source=Search,The Hyde,"$3,549,000",Condo,"$2,841 psf"
22 Serangoon North Avenue 1 - D19,"Jogging Track,Clubhouse,Function Room,Mini Golf Range,Gym,Sea View,Tennis Court,Parking,Undrewater Fitness Station,Outdoor Dining,Balcony,Fun Pool,Retail Shops,Pavilion,Hammocks,Reflexology Path,Greenery View,Pool Deck,Swimming Pool,Wading Pool,Jacuzzi,Fountain,Playground,Fitness Corner,Fibre Ready,Lap Pool,BBQ,Spa Pavilion",850 sqft / 78.96 sqm,2,3,"3 Bedder @ only 1,500psf
!!DISCOUNT DISCOUNT DISCOUNT!!

Call 94300047 to enquire!","Furnishing,Unfurnished,Facing,North South,Availability,Now,District,D19",2024 - 99 years,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-S4wrpjqntnTzSDg45AkZUA?enquiry_position=53&enquiry_source=Search,Affinity At Serangoon,"$1,275,000",Condo,"$1,500 psf"
1 Tampines Street 86 - D18,"Clubhouse,Pool View,Pavilion,Renovated,Maid Room,Gym,Wading Pool,Spa Pool,Playground,High Floor,Fibre Ready,Tennis Court,Balcony",829 sqft / 77.01 sqm,2,2,"FIRE SALE! SELLING VERY CHEAP! BELOW Developer Price! 
View exclusively @ 94300047
.
High Floor With Beautiful Pool View
Very spacious 2 + study with beautiful Pool Facing!

✔ Big Rooms
✔ Very good layout, spacious and bright
✔ High floor, pool facing
✔ Enclosed kitchen
✔ 5 mins walk to Bedok reservoir park~
✔ Near to famous ST Hilda’s primary and secondary school and UWC international school
✔ Tenanted for 2 years with good rental yield.  Early tenancy cessation negotiable.


Come find out why this development has better layout than nearby projects like Santorini, The Alps Residences, The Tapestry, Waterview at Tampines and Arc at Tampines.


Nearby:
The Santorini, Arc at Tampines, Waterview @ Tampines, The Tropica, The Tapestry, The Alps Residences, JunYuan Primary School, Springfield Secondary School, Temasek Polytechnic, Tampines MRT, Tampines West MRT, United World College of South East Asia, Poi Ching School, Overseas Family School, Bedok Reservoir, Tampines Quarry","Furnishing,Partially Furnished,Facing,North East,Availability,Now,District,D18",2016 - 99 years,https://www.99.co/singapore/sale/property/q-bay-residences-condo-srbawQNBxmsTXVEJpgm2Xc?enquiry_position=52&enquiry_source=Search,Q Bay Residences,"$928,000",Condo,"$1,119 psf"
Richards Avenue - D19,"Maid Room,Bomb Shelter,Pool View,Roof Terrace,Renovated","4,962 sqft / 460.98 sqm",6,6,"

Freehold! CHEAP! Finesse ID Treated Terrace (Strata) Landed

Immersed within Serenity whilst enjoying close proximity to Kovan MRT & Heartland Mall 

☎Hotline: 94300047
🔆Contact direct for an exclusive VVIP Preview

- Freehold 3 Storey with Roof Terrace 

- Mins Walk to Kovan MRT and Heartland Mall

- With 6 Bedrooms  (ensuite)

- Direct Pool Access (with Private Baby Pool)

- Well kept and renovated $150k 2 years ago only

- 2 Private Car Park lots


Renowned Primary School Proximity:

- Rosyth Primary 

- Holy Innocents' Primary

- Montfort Junior School

- Xinmin Primary

- CHIJ Our Lady of Good Counsel


","Furnishing,Partially Furnished,Facing,South East,Availability,Now,Landed House Area Zoning,Others,District,D19", - Freehold,https://www.99.co/singapore/sale/property/richards-avenue-landed-ttiTCgeHRCYWoEBAPEMLFQ?enquiry_position=54&enquiry_source=Search,Infinium,"$3,350,000",,$675 psf
463 Pasir Panjang Road - D5,"Clubhouse,Patio / PES,Renovated,Greenery View,Low Floor,Wading Pool,Playground,Parking,Security,Pool View,Lap Pool,Gym","1,068 sqft / 99.22 sqm",2,2,"Call/ WhatsApp David Soh (俊平) @ 90669589 for exclusive viewing today!

Tenanted at $2700 for two years
Ground floor 
Renovated 


Total Units
148

Village @ Pasir Panjang
- Freehold development 
- 463 Pasir Panjang Road, Singapore 118797
- District 05
- minutes away from the upcoming West Coast MRT Station. 

- close to National University Hospital
- West Coast Park

Condo Facilities at Village @ Pasir Panjang  
- swimming pool, Children Fun Pool, Pool Deck. 

Condo Amenities near Village @ Pasir Panjang Numerous feeder bus services are available near Village @ Pasir Panjang. 

It is also minutes ride to several schools, such as National University of Singapore, Anglo-Chinese School, and United World College of South-East Asia. 

Residents can drive down to the nearby West Coast Plaza shopping mall for amenities such as supermarkets, eating establishments, shops, and more. 

In addition, it is just a short drive to the Transview Golf Course. 

For vehicle owners, driving from Village @ Pasir Panjang to either the business hub or the vibrant Orchard Road shopping district takes 15 - 20 minutes, via Ayer Rajah Expressway.

Call/ WhatsApp David Soh (俊平) @ 90669589 for exclusive viewing today!","Furnishing,Unfurnished,Facing,North South,Availability,Now,District,D05",2016 - Freehold,https://www.99.co/singapore/sale/property/village-pasir-panjang-condo-FjbkikCcgyyjTWr6XWBeun?enquiry_position=50&enquiry_source=Search,Village @ Pasir Panjang,"$1,680,000",Condo,"$1,573 psf"
161B Jalan Loyang Besar - D17,"Gym,Low Floor,Swimming Pool,Sea View,Parking,Security,Fibre Ready,BBQ,Balcony","1,195 sqft / 111.01 sqm",2,3,"QUIET AND SERENE
EXCLUSIVE ACCESS TO BEACH
LOW RISE DEVELOPMENT
HIGH CEILING

This Condominium/Apartment is accessible through the nearest train stations such as Pasir Ris (EW1 CR5), Pasir Ris East (CR4), and Loyang (CR3). The nearest primary schools are Casuarina Primary School, Pasir Ris Primary School, and White Sands Primary School.

This property is close to amenities like NTUC FAIRPRICE (DOWNTOWN EAST), Giant(pasir Ris Drive 4), and NTUC FAIRPRICE (WHITESANDS). The closest shopping malls are DOWNTOWN EAST, White Sands, and LOYANG POINT

No of Units:  51
Tenure:  99 years 
TOP Year:  2004

* Spacious 3 bedders
* High ceiling
* 1195 sqf
* Asking: $970K only 
* Functional layout
* 100% move in condition
* No West Sun
* Peaceful ambience
* Full condo facility
* Great for Beach lover

Viewing upon request.
Call David @ 82000013 for immediate viewing.

#propnex
#1png","Furnishing,Unfurnished,Facing,North,Availability,Now,District,D17",2004 - 99 years,https://www.99.co/singapore/sale/property/lighthouse-condo-VZgZFZ7BHJzWhbDka6ws7b?enquiry_position=49&enquiry_source=Search,Lighthouse,"$970,000",Condo,$812 psf
8 River Valley Close - D9,"Clubhouse,Open Terrace,Sky Lounge,Gym,Spa Pavilion,Jacuzzi,Tennis Court,Outdoor Dining,Yoga Corner,Lap Pool,Pool Deck,Viewing Deck,Lounge,Wading Pool,Hydrotherapy Pool,Playground,Fitness Corner,Security,Sculpture,BBQ,Hydrotherapy Pool","2,056 sqft / 191.00 sqm",5,4,"The Avenir

~~The Avenir (Former Pacific Mansion)~~
*** Showflat Preview soon by appointment call 90616162 to view .
* Established Developer, Guccoland and Hong Leong
* Freehold in District 9, huge land size 11,924 sq m,
* Available in 2 Towers of 1 to 4 bedrooms layouts, total 376 units
* 360m to Great World City mall & Great world MRT U/C 2021
* 10 min walk to Somerset MRT
* Next to River Valley Pri school, close to ACS Junior, etc
• 2min walk to River Valley Primary School
• 8min drive to SMU
• 8min drive to SOTA
• Minutes’ drive to the CBD
• Short distance to Orchard, Malls, Supermarkets & Eateries
• Decent capital appreciation with the upcoming future Great World MRT Station along Thomson East Coast line and the upcoming Fort Canning MRT station along the Downtown Line.
• Easy access to many major roads and the CTE
• Close proximity to Reputable Educational institutions such as Anglo- Chinese Junior School,Chatsworth International.
- Approx 15-min walk to familiar places ie the Kim Seng Community Centre, Fort Canning Park, Victoria Theatre and Concert Hall

Register now, call 90616162 for VVIP Preview,!!","Furnishing,Partially Furnished,District,D09",2025 - Freehold,https://www.99.co/singapore/sale/property/the-avenir-condo-cr4gVoc3cnRa7psUidRQVM?enquiry_position=140&enquiry_source=Search,The Avenir,"$6,235,000",Condo,"$3,033 psf"
Singapore 130019 - D5,"Greenery View,Fibre Ready,Bomb Shelter,Renovated",990 sqft / 91.97 sqm,2,3,"HDB 4 Room 92 sqm
For Sale | Blk 19 Dover Crescent

You're Invited! For Open House Viewing! New Exclusive Listing!
Don't Be Shy! Just Call Jayson Ang : 91898321
Super Excited to Share with You This Beautiful Spacious Home!
***********************************

* Large Spacious Living Room & Bedrooms
* Mid Floor Unit
* Efficient Space   Layout
* Functional Kitchen with Long Rectangle Space
* Tranquil & Quiet Private Home; Comfortable Home Living
* Bright   Breezy Home
* Spacious Master Bedroom Room with Attached Spacious Bathroom
* Good Sized Study Common Room   Suitable for Children Room too!
* Comfortable Sized Living Room for Whole Family

Great Connectivity!
Plentiful Amenities!
Great Greenery!

It is accessible through the nearest train stations such as Dover (EW22), Buona Vista (CC22 EW21), and One North MRT (CC23). The nearest primary schools are Fairfield Methodist School (primary), and Henry Park Primary School. 

This property is close to amenities like FairPrice (Ghim Moh Link), NTUC Fairprice (Dover), and Cold Storage The Star Vista. The closest shopping malls are The Star Vista, Rochester Mall, and Holland Road Shopping Centre.

You're Invited! For Open House Viewing!
Don't Be Shy! Just Call Jayson Ang : 91898321
Super Excited to Share with You This Beautiful Spacious Home!","Furnishing,Unfurnished,Facing,North,Availability,Now,District,D05",2003 - 99 years,https://www.99.co/singapore/sale/property/19-dover-crescent-hdb-RQRw85MYvtJfqLS3kT3qXN?enquiry_position=48&enquiry_source=Search,19 Dover Crescent,"$635,000",HDB 4 Rooms,$641 psf
13 Silat Avenue - D3,"Clubhouse,Function Room,Water Feature,Gym,Sea View,Tennis Court,Parking,Pond,Patio / PES,Karaoke,Balcony,Retail Shops,Pavilion,Mini Golf Range,Aerobic Pool,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,High Floor,Security,Sky Terrace,Lap Pool,BBQ,Study Room",527 sqft / 48.95 sqm,1,1,"AVENUE SOUTH RESIDENCE factsheet

Lifestyle living inthe heart of Silat Avenue

SILAT AVENUE – DISTRICT 3

Avenue South Residence is a new development by developers UOL, UIC and Kheng Leong located in the Core Central Region (CCR).This development consists of 56 storey twin towers, five four-storey conservation blocks, a childcare centre, 8 commercial units and a total of 1,074 residential units with a unit mix from 1-Bedroom to 4-Bedroom Premium.

Residents will be able to enjoy a wide variety of amenities with 18 unique dining and entertainment venues and 18 experiential sky gardens and sky court.Some facilities available within the development are:

The Sanctuary

The Resort

The Oasis

Garden Observatory and Star-Gazing Alcove on 52ndstorey

Sky Court on the 36thstorey

Firefly Garden and Scent Garden on 24thstorey

Avenue South Residenceresidents will be able to enjoy a variety of shopping, dining and entertainment activities located near the development.Orchard Road Shopping Belt, Suntec City, Marina Square, Central Business District (CBD), Marina Bay, Sentosa and Southern Waterfront are some of the places that are less than 10 minutes’ drive away.Residents would be able to enjoy ease of public transport with the upcoming Tanjong Katong MRT station and Keppel MRT Station less than 1km away.

Project Highlights:

1,074 residential units

Unit mix of1-Bedroom, 2-Bedroom, 2-Bedroom Premium, 3-Bedroom, 3-Bedroom Premium, 4-Bedroom Premium

18 Unique Dining and Entertainment Venues

18 Experiential Sky Gardens and Sky Court

Excellent Accessibility to Central Part of Singapore

Project Details:

Developer: UOL, UIC and Kheng Leong

Address: 1,3,5,7,9,11 and 13 Silat Avenue

Property Type: Private Condominium

Tenure: 99 years leasehold

Total Units: 1074 Residential Units

Unit Mix: 1-Bedroom, 2-Bedroom, 2-Bedroom Premium, 3-Bedroom, 3-Bedroom Premium, 4-Bedroom Premium

Call 98585738 Now To Enquire.","Furnishing,Unfurnished,Facing,South,Availability,Now,District,D03",2023 - 99 years,https://www.99.co/singapore/sale/property/avenue-south-residence-condo-LZDYwWhyR42j5behqkMDgP?enquiry_position=51&enquiry_source=Search,Avenue South Residence,"$1,080,000",Condo,"$2,049 psf"
Singapore 760666 - D27,"Low Floor,Corner Unit,Renovated","1,765 sqft / 163.97 sqm",3,4,"### LOW FLOOR LOVERS. MEGA SIZE. BEST LAYOUT ###

THIS IS FOR YOU, if you are looking for any of the following:
1. Flexibility to convert to 5-6 bedrooms
2. Flexibility to create an island kitchen
3. Flexibility to create a studio to create a passive income
4. Flexibility to create home office
5. Flexibility to create a mahjong or enterprise room
6. 3 bathrooms so that morning no need to fight
7. Corner unit for privacy
8. Super bright 
9. Good air flow
10. Can CONTRA

YOU GOT TO CHECK OUT THIS UNIT. YOU DON'T NEED TO HAVE 3 GENERATION TO BUY THIS!!!

Total door unit no: 2
Main door: North
Lease balance: 66 years old

* No agency fee.



Contact sole agent - Milliie Tan 9070 2263 for exclusive tour now. Or take a virtual tour here:
https://bit.ly/3bopMXV

","Facing,North,Availability,Now,District,D27",1987 - ,https://www.99.co/singapore/sale/property/666-yishun-avenue-4-hdb-aG7QDa6i3dhSwU5ASGEa3i?enquiry_position=45&enquiry_source=Search,666 Yishun Avenue 4,"$750,000",HDB Executive,$425 psf
Singapore 511525 - D18,,"10,774 sqft / 1,000.93 sqm",2,3,"5 yr old newest cluster hdb in Pasir Ris for Sale ! 
- renovated condition , fully air-con
- condition is like brand new as owner only stay 5 months only
- 5min walk to Pasir Ris Mrt, hawker center, White Sands shopping mall 
- 24hrs supermarket, food court downstairs
- McDonald’s,  sports recreation centre a short walk away
- surrounded by garden greenery. Nearby is beautiful pond at town park area for prawning/fishing/alfresco F&B 
- jog to popular Pasir Ris Park and beach area
Be the first to view this unit and appreciate its value! 

Please contact Christopher 92275777 for viewing appointment now. ","Availability,Now,District,D18",2015 - 99 years,https://www.99.co/singapore/sale/property/525a-pasir-ris-street-51-hdb-pDBuV988eNr7AKxH3jZZMK?enquiry_position=46&enquiry_source=Search,525A Pasir Ris Street 51,"$533,001",HDB 4 Rooms,$49 psf
286 Jalan Eunos - D14,"Bomb Shelter,Gym,Low Floor,Wading Pool,Tennis Court,Parking,Security,Pool View,Lap Pool,Balcony",559 sqft / 51.93 sqm,1,1,"Very rare!!

Corner unit with privacy. 
Nicely renovated.
Approx 559sq ft
South facing
Premium unit
Motivated seller

For viewing, Call/PM
Lina Dewi 90058205
Fauzie Roslan 91793046

For property consultation,
Contact us at: ⁣ https://bit.ly/2QMGwk2
Follow my Fb Page: https://bit.ly/2FGJ7pc
My Instagram: www.99.co","Furnishing,Partially Furnished,Facing,South,Availability,Now,District,D14",2015 - 99 years,https://www.99.co/singapore/sale/property/euhabitat-condo-RiY3mXQCqSToBNPXp9U3iL?enquiry_position=47&enquiry_source=Search,Euhabitat,"$760,000",Condo,"$1,360 psf"
70 Dakota Crescent - D14,"Jogging Track,Clubhouse,Function Room,Water Feature,Gym,Jacuzzi,Steam Room,Parking,Pond,Games Room,Pavilion,Basketball Court,Swimming Pool,Wading Pool,Waterfall,Fountain,Playground,Fitness Corner,Security,Sky Terrace,Lap Pool,BBQ",624 sqft / 57.97 sqm,1,2,"Waterbank at Dakota for SALE!!

High Floor with excellent river view! 
 Excellent investment! Call Koh LiLi  for viewing appt! Don&#39;t miss this unit!

ERA Senior Marketing Director 

资深高级产业董事
ERA Realty Network Pte Ltd | L3002382K 

 BUY/ SELL/ RENT ANY PROPERTY IN SINGAPORE
 www.lilikoh.com
 www.new-condo-launch.com
 ERA Multi Million Award Since 2009 / 2011 /2012
 ERA Asia Pacific Elite Since Award 2010 / 2011 /2012
 ERA Top 87 Achiever 2011
 ERA Top 22 Achiever 2012
 ERA Top 09 Achiever 2013","Furnishing,Partially Furnished,District,D14",2013 - 99 years,https://www.99.co/singapore/sale/property/waterbank-at-dakota-condo-EAPFcw2xrvbLKPWQL2sFSk?enquiry_position=138&enquiry_source=Search,Waterbank At Dakota,"$1,200,000",Condo,"$1,923 psf"
Singapore 120608 - D5,"Low Floor,Renovated",882 sqft / 81.94 sqm,2,2,"DISTRICT 05

CLEMENTI WEST STREET 1

3RM CORNER UNIT FOR SAlE

Residents will enjoy great convenience as the unit is located neax to the West Coast. It is also within close proximity to major expressways like Ayer Rajah Expressway (AYE) and Pan Island Expressway (PIE).

The unit is near to West Coast Food Centre  and Market and restaurants like Sushi Tei, Fish Mart Sakuraya, West Co’z cafe. The location also provides easy access to shopping malls like Clementi Mall,  Star Vista, Jems and Westgate.

Unit Highlights:

Mins To MRT Station

Mins to West Coast Plaza/Star Vista/ Jems/Weetgate

Clementi Town

Mins to CBD/Jurong East/Harbour Front

Mins to Qifa Primary, Nan Hua Primary, Singapore Polytechnic, Ngee Ann Polytechnic, National University of Singapore

Mins to National University Hospital

Call Christopher at 92275777 Now for Viewing appointment!
","Furnishing,Partially Furnished,Facing,East,Availability,Now,District,D05",1979 - ,https://www.99.co/singapore/sale/property/608-clementi-west-street-1-hdb-XCTY8x5qyEEaqUhUwGV8hn?enquiry_position=44&enquiry_source=Search,608 Clementi West Street 1,"$358,000",HDB 3 Rooms,$406 psf
1 Leedon Heights - D10,"Jogging Track,Clubhouse,Gym,Spa Pavilion,Jacuzzi,Tennis Court,Multi-purpose Hall,Basketball Court,Aerobic Pool,Lap Pool,Swimming Pool,Playground,Fitness Corner,Retail Shops,Sculpture,BBQ","1,076 sqft / 99.96 sqm",2,2,"d&#39;Leedon (Former Farrer Court)
District 10  (along Farrer Road)
Most Iconic, Prominent & Massive Project 

2bedroom for Sale, call koh lili for Appointment

Location: Farrer Road/King’s Road/Leedon Heights (District 10)

Tenure: 99 years leasehold
Expected Completion: 2015
Site Area: est. 840,049 sqft
Dleedon Total Units: 1,715 residential units (including 12 villas) + 8 retail shops
Total Blocks: 7, 36 storeys each

Unit Mix:
1 bedroom ~ approx 590-840 sqft
2 bedroom & 2+1 bedroom ~ approx 786-1216 sqft
3 bedroom & 3+1 bedroom ~ approx 1076-1668 sqft
4 bedroom ~ approx 1615-1755 sqft
Garden House ~ approx 3703-3767 sqft
Penthouse ~ approx 2852-4661 sqft

8 Key Projects Details for Dleedon :
1)Land: 838,488sqft est
2)Total units: 1715 units
3)Tenure: 99 years  
4)EST TOP Date: 2014 
5)7 Iconic, Modern 36 storey Tower
6)1/2/3/4/penthouses & limited Villas
7)Designed by famous architects Zaha Hadid
8)Renowned Developer Capital Land

8 WOWS! Reasons to Buy
1.Mins Stroll to New Farrer MRT
2.Mins Drive to Holland Village / Orchard
3.Short Drive to Vivio City, Sentosa
4.Excellent Accessibility – CTE / PIE / AYE
5.3 MRT stops or 6 Bus stopsto One North Biopolis
6.Panoramic Views Bt Timah Hill, Macritchie Reservoir, Orchard Road
7.Close Proximity to Renowned Schools – Nanyang Pri , Raffles Girls Pri, Chinese High &....
8.Extensive Landscaping and Full Facilities

Email: ,
website : www.lilikoh.com

Call LiLi Koh @ 90616162 for view Appointment now !!","Furnishing,Partially Furnished,District,D10",2015 - 99 years,https://www.99.co/singapore/sale/property/dleedon-condo-7iZNKMUBroBbGJSbrKUQWB?enquiry_position=139&enquiry_source=Search,D'leedon,"$1,780,000",Condo,"$1,654 psf"
13 Flora Drive - D17,"Clubhouse,Pavilion,Hammocks,Gym,Lounge,Jacuzzi,Playground,Fitness Corner,BBQ,Tennis Court",635 sqft / 58.99 sqm,1,2,"The Jovell - NEW LAUNCH!!! 
Sales Hotline : +65 90616162

Open for viewing today

Project Info: 
✦Floral Drive 
✦District 17
✦99year
✦428 Stunning Units 

✮ New Launch 
✮ Full condo facilities 
✮ Luxury living 
✮ Furnished with quality furniture and fittings 
✮ Well-designed spaces 
✮ Developed by Hong Leong Holdings Limited 

Location: 
✓ An array of amenities nearby 
✓ Well connected via Tampines Expressway and Pan Island Expressway 
✓ Changi Airport can be swiftly reached with 8-minutes drive 
✓ Wide selections of reputable schools such as Changi Japanese School, Ngee Ann Secondary School and Dunman Secondary School 
✓ The Changi Museum, Smart World Caravan, Sun Plaza Park and Loyang Point are just a short drive away 

RSVP FOR SHOWFLAT VIEWING Today !!
Sales Hotline : +65 90616162","Furnishing,Partially Furnished,District,D17",2020 - 99 years,https://www.99.co/singapore/sale/property/the-jovell-condo-eHt8rkxgNJQ4RiYN3xE8MT?enquiry_position=137&enquiry_source=Search,The Jovell,"$760,000",Condo,"$1,197 psf"
