address,amenities,area,bathrooms,bedrooms,description,details,lease,link,name,price,property_type,psf_price
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool","1,119 sqft / 103.95 sqm",3,5,"NEW LAUNCH 2018!
The Garden Residences - brand new 4 + Study FOR SALE!

Beautiful Garden with Smart Home community.
Truly a masterpiece. 
The Garden Residences is a home for all. 
✅ Strong collaboration of Reputable Developers and Builder: Keppel Land / Wing Tai & Dragages.
✅ Wide unit mix of 1 to 5 bedrooms.
✅ Highly efficient layout.
✅ 24 hours Gym overlooking 75m pool. 
✅ Over 100 species of plants along your own boardwalk. 
✅ Free shuttle bus to Serangoon MRT / NEX 
✅ Smart community to TOP it all.

Definitely a sought-after project, be it for own-stay or investment.

Come, MAKE AN APPOINTMENT with me to view the beautiful showsuites of The Garden Residences.

Unfamiliar with this estate? Give me a call. I'll be glad to walk you around.

The Garden Residences is Located at Serangoon North View with 70% of units over-looking landed houses.

SEARCH for the RIGHT agent:
https://goo.gl/uYxcuZ


Alex Ong 
93377333
www.TheGardenResidences.push.sg","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-P2coirHWAUBc7ZSaFf7wM9,The Garden Residences,"$1,717,000",Condo,"$1,534 psf"
103 Prince Charles Crescent - D3,"Jogging Track,Clubhouse,Pool Deck,High Ceiling,Gym,Spa Pavilion,Jacuzzi,Tennis Court,Outdoor Dining,Balcony,Fun Pool,Renovated,Open Terrace,Lounge,Pool View,Lap Pool,Hydrotherapy Pool",614 sqft / 57.04 sqm,1,1,"THE CREST 
@ Prince Charles Crescent. 

Many units SOLD over the Weekend!!

Attractive Prices

All HIGH floors with stunning views! 
1 bedroom 657 - 710sqft
2 bedroom 775-1001sqft 
2 + Study 883-1044sqft 

All 3 bedrm with (PPP) 
Preferential Payment Plan-Only 5% & Move in!
3 bedroom 1184-1378 sqft 
Fr $2,185,000
(Choice of typical, loft and dual-key available)

Special 3-months Defect Liability Period (DLP) given by developer. 

Other choice units up to 4 bedroom dual-key available too. 
Operating hours: ‪11am – 6pm‬

Register with me to view this beautiful iconic condominium.
You will fall in love with this masterpiece. 

Make this your dream home now!

嘉御苑是新加坡市中心少见的无遮挡项目，站在高层远眺，城市百万风景线一览无余，尽显“花园城市”魅力！本次加推的103栋顶层就是23楼空中会所，更为便利，乘坐电梯可直达空中会所，享美好夕阳夜色，与亲朋好友共享美好时光。 

Project IC

Alex Ong
93377333
OrangeTee & Tie
www.SgpropertyStar.com","Availability,Now,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-oHZrQXSuRbJAJBdJF7pfsk,The Crest,"$1,250,000",Condo,"$2,036 psf"
101 Prince Charles Crescent - D3,"Fun Pool,Clubhouse,City View,Pool View,Renovated,High Ceiling,Greenery View,Open Terrace,Spa Pavilion,Lounge,Pool Deck,Utility Room,Jacuzzi,Tennis Court,High Floor,Outdoor Dining,Fibre Ready,Lap Pool,Gym,Jogging Track,Hydrotherapy Pool","1,365 sqft / 126.81 sqm",3,3,"Dreaming of owning a Prestigious Iconic condominium surrounded by amenities with mere 5-mins drive to Orchard?

NEW RELEASE Villas stacks for SALE!

Introducing THE CREST,
2 / 3 / 4 bedrooms Brand new developer units FOR SALE!! Dual-key available also.

Rolling out THE EASIEST payment terms and move-in immediately.

THE PREFERENTIAL PAYMENT PLAN (PPP)

Pay no mortgage for the next 2 years
Only 5%* deposit to stay and own a unit.
Options to stay or lease out.
Further 5% only after 12 months
Final 90% after 24 months.

Special PERKS Exclusively for this scheme:
1) No Price Increased
2) Immediate Move-In
3) 12-months Defect Liability Period*
4) Lease out immediately after key collection
*Terms and conditions apply

Unique Selling Points:
1) Strategic location- Located in the tranquil Tanglin area bordering good class bungalows and embassies.
2) Close proximity to Orchard Road with CBD.
3) Walking distance to Redhill MRT. 
4) Iconic Architecture- Designed by award winning Toyo Ito. A stunning masterpiece in District 3
5) Park Connector- Direct and Easy access to Urban and Nature.
6) Low cash outlay- Less than the normal 20% booking fee needed. 

 A TIP TOP luxurious condominium with many unique selling points which results in units selling every week.

“Life peaks at The Crest”
Toyo Ito
Iconic
Preferential Payment Plan

Timeless
Opportunity
Park Connector

Search for the RIGHT agent:
https://goo.gl/uYxcuZ

Project IC
Alex Ong | OrangeTee
93377333
www.SgpropertyStar.com
www.the-crest.push.sg","Furnishing,Partially Furnished,Facing,South East,Availability,Now,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-AMxDxTj6Mx67Qu8FyRCEKH,The Crest,"$2,415,000",Condo,"$1,769 psf"
58 Serangoon North Avenue 1 - D19,"Jogging Track,Clubhouse,Function Room,Mini Golf Range,Gym,Jacuzzi,Tennis Court,Parking,Undrewater Fitness Station,Outdoor Dining,Fun Pool,Pavilion,Hammocks,Reflexology Path,Pool Deck,Swimming Pool,Wading Pool,Fountain,Playground,Fitness Corner,Retail Shops,Lap Pool,BBQ,Spa Pavilion",517 sqft / 48.03 sqm,1,2,"Fantastic Brand New launch of 2018!
Efficient 1 + Study FOR SALE!
Beautiful design with SMART - Home community for all units!
Quality finishing
Superb facilities
Amenities aplenty

Call for appointment now!

Alex Ong 93377333
www.SgpropertyStar.com","Furnishing,Partially Furnished,District,D19",2024 - 99 years,https://www.99.co/singapore/sale/property/affinity-at-serangoon-condo-qqr86Txzwfs7cMjSEnnUYM,Affinity At Serangoon,"$749,000",Condo,"$1,449 psf"
101 Prince Charles Crescent - D3,"Jogging Track,Clubhouse,Pool Deck,High Ceiling,Gym,Spa Pavilion,Jacuzzi,Tennis Court,Outdoor Dining,Balcony,Fun Pool,Renovated,Greenery View,Open Terrace,Lounge,Fibre Ready,Lap Pool,Hydrotherapy Pool",947 sqft / 87.97 sqm,2,2,"Dreaming of owning a Prestigious Iconic condominium surrounded by amenities with mere 5-mins drive to Orchard?

NEW RELEASE Villas stacks for SALE!

Introducing THE CREST,
2 / 3 / 4 bedrooms Brand new developer units FOR SALE!! Dual-key available also.

Rolling out THE EASIEST payment terms and move-in immediately.

THE PREFERENTIAL PAYMENT PLAN (PPP)

Pay no mortgage for the next 2 years
Only 5%* deposit to stay and own a unit.
Options to stay or lease out.
Further 5% only after 12 months
Final 90% after 24 months.

Special PERKS Exclusively for this scheme:
1) No Price Increased
2) Immediate Move-In
3) 12-months Defect Liability Period*
4) Lease out immediately after key collection
*Terms and conditions apply

Unique Selling Points:
1) Strategic location- Located in the tranquil Tanglin area bordering good class bungalows and embassies.
2) Close proximity to Orchard Road with CBD.
3) Walking distance to Redhill MRT. 
4) Iconic Architecture- Designed by award winning Toyo Ito. A stunning masterpiece in District 3
5) Park Connector- Direct and Easy access to Urban and Nature.
6) Low cash outlay- Less than the normal 20% booking fee needed. 

 A TIP TOP luxurious condominium with many unique selling points which results in units selling every week.

“Life peaks at The Crest”
Toyo Ito
Iconic
Preferential Payment Plan

Timeless
Opportunity
Park Connector

Search for the RIGHT agent:
https://goo.gl/uYxcuZ

Project IC
Alex Ong | OrangeTee
93377333
www.SgpropertyStar.com
www.the-crest.push.sg","Furnishing,Partially Furnished,Facing,North East,Availability,Now,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-CstZwdRZpVhu9nLZT29evc,The Crest,"$1,798,000",Condo,"$1,899 psf"
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool","1,195 sqft / 111.01 sqm",3,4,"NEW LAUNCH 2018!
The Garden Residences - brand new PREMIUM 
4 BEDROOM Deluxe FOR SALE!

Beautiful Garden with Smart Home community.
Truly a masterpiece. 
The Garden Residences is a home for all. 
✅ Strong collaboration of Reputable Developers and Builder: Keppel Land / Wing Tai &amp; Dragages.
✅ Wide unit mix of 1 to 5 bedrooms.
✅ Highly efficient layout.
✅ 24 hours Gym overlooking 75m pool. 
✅ Over 100 species of plants along your own boardwalk. 
✅ Free shuttle bus to Serangoon MRT / NEX 
✅ Smart community to TOP it all.

Definitely a sought-after project, be it for own-stay or investment.

Come, MAKE AN APPOINTMENT with me to view the beautiful showsuites of The Garden Residences.

Unfamiliar with this estate? Give me a call. I&#39;ll be glad to walk you around.

The Garden Residences is Located at Serangoon North View with 70% of units over-looking landed houses.

SEARCH for the RIGHT agent:
https://goo.gl/uYxcuZ


Alex Ong 
93377333
www.TheGardenResidences.push.sg","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-TKXdgbzmBQ3w2mb9aRbZ6Z,The Garden Residences,"$1,908,000",Condo,"$1,597 psf"
101 Prince Charles Crescent - D3,"Fun Pool,Clubhouse,Pool Deck,Gym,Open Terrace,Spa Pavilion,Lounge,Jacuzzi,Tennis Court,Outdoor Dining,Lap Pool,Jogging Track,Hydrotherapy Pool","1,604 sqft / 149.01 sqm",4,4,"CHINESE NEW YEAR SPECIALS!!!!
The ONLY project with Special Deferred Payment (PPP) WITHOUT price increasing!

Gong Xi Huat promo!
Newly released Villa Blk 107 with *$88k discount! (Valid 1st - 28th Feb 2018)
Units come with ENHANCED premium specs with luxury fittings like Archlinea, Bang & Olufsen, Miele.

The MOST Irresistible project for ALL!
Dreaming of owning a Prestigious Iconic condominium surrounded by amenities with mere 5-mins drive to Orchard?

Introducing THE CREST,
2 / 3 / 4 bedrooms Brand new developer units FOR SALE!! Dual-key available also.

Rolling out THE EASIEST payment terms and move-in immediately.

THE PREFERENTIAL PAYMENT PLAN (PPP)

Pay no mortgage for the next 2 years
Only 5%* deposit to stay and own a unit.
Options to stay or lease out.
Further 5% only after 12 months
Final 90% after 24 months.

Special PERKS Exclusively for this scheme:
1) No Price Increased
2) Immediate Move-In
3) 12-months Defect Liability Period*
4) Lease out immediately after key collection
*Terms and conditions apply

Unique Selling Points:
1) Strategic location- Located in the tranquil Tanglin area bordering good class bungalows and embassies.
2) Close proximity to Orchard Road with CBD.
3) Walking distance to Redhill MRT. 
4) Iconic Architecture- Designed by award winning Toyo Ito. A stunning masterpiece in District 3
5) Park Connector- Direct and Easy access to Urban and Nature.
6) Low cash outlay- Less than the normal 20% booking fee needed. 

 A TIP TOP luxurious condominium with many unique selling points which results in units selling every week.

“Life peaks at The Crest”
Toyo Ito
Iconic
Preferential Payment Plan

Timeless
Opportunity
Park Connector

Search for the RIGHT agent:
https://goo.gl/uYxcuZ

Project IC
Alex Ong | OrangeTee
93377333
www.SgpropertyStar.com
www.the-crest.push.sg","Furnishing,Partially Furnished,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-kFaSa3dHt75o2Ew32tDsJo,The Crest,"$3,314,000",Condo,"$2,066 psf"
101 Prince Charles Crescent - D3,"Fun Pool,Clubhouse,City View,Pool View,Hydrotherapy Pool,High Ceiling,Greenery View,Open Terrace,Spa Pavilion,Lounge,Pool Deck,Utility Room,Jacuzzi,Tennis Court,High Floor,Outdoor Dining,Fibre Ready,Lap Pool,Gym,Jogging Track,Balcony","1,216 sqft / 112.97 sqm",2,3,"Dreaming of owning a Prestigious Iconic condominium surrounded by amenities with mere 5-mins drive to Orchard?

NEW RELEASE Villas stacks for SALE!

Introducing THE CREST,
2 / 3 / 4 bedrooms Brand new developer units FOR SALE!! Dual-key available also.

Rolling out THE EASIEST payment terms and move-in immediately.

THE PREFERENTIAL PAYMENT PLAN (PPP)

Pay no mortgage for the next 2 years
Only 5%* deposit to stay and own a unit.
Options to stay or lease out.
Further 5% only after 12 months
Final 90% after 24 months.

Special PERKS Exclusively for this scheme:
1) No Price Increased
2) Immediate Move-In
3) 12-months Defect Liability Period*
4) Lease out immediately after key collection
*Terms and conditions apply

Unique Selling Points:
1) Strategic location- Located in the tranquil Tanglin area bordering good class bungalows and embassies.
2) Close proximity to Orchard Road with CBD.
3) Walking distance to Redhill MRT. 
4) Iconic Architecture- Designed by award winning Toyo Ito. A stunning masterpiece in District 3
5) Park Connector- Direct and Easy access to Urban and Nature.
6) Low cash outlay- Less than the normal 20% booking fee needed. 

 A TIP TOP luxurious condominium with many unique selling points which results in units selling every week.

“Life peaks at The Crest”
Toyo Ito
Iconic
Preferential Payment Plan

Timeless
Opportunity
Park Connector

Search for the RIGHT agent:
https://goo.gl/uYxcuZ

Project IC
Alex Ong | OrangeTee
93377333
www.SgpropertyStar.com
www.the-crest.push.sg","Furnishing,Partially Furnished,Facing,North,Availability,Now,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-8EhxbBBnBTBBA2CuEM5hdM,The Crest,"$2,114,000",Condo,"$1,738 psf"
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool",904 sqft / 83.98 sqm,3,3,"NEW LAUNCH 2018!
The Garden Residences - brand new 3 + Study  FOR SALE!

Beautiful Garden with Smart Home community.
Truly a masterpiece. 
The Garden Residences is a home for all. 
✅ Strong collaboration of Reputable Developers and Builder: Keppel Land / Wing Tai & Dragages.
✅ Wide unit mix of 1 to 5 bedrooms.
✅ Highly efficient layout.
✅ 24 hours Gym overlooking 75m pool. 
✅ Over 100 species of plants along your own boardwalk. 
✅ Free shuttle bus to Serangoon MRT / NEX 
✅ Smart community to TOP it all.

Definitely a sought-after project, be it for own-stay or investment.

Come, MAKE AN APPOINTMENT with me to view the beautiful showsuites of The Garden Residences.

Unfamiliar with this estate? Give me a call. I'll be glad to walk you around.

The Garden Residences is Located at Serangoon North View with 70% of units over-looking landed houses.

SEARCH for the RIGHT agent:
https://goo.gl/uYxcuZ


Alex Ong 
93377333
www.TheGardenResidences.push.sg","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-R46tUgZaczKAydwHGqF99e,The Garden Residences,"$1,379,000",Condo,"$1,525 psf"
103 Prince Charles Crescent - D3,"Fun Pool,Clubhouse,Pool Deck,Gym,Open Terrace,Spa Pavilion,Lounge,Jacuzzi,Tennis Court,Outdoor Dining,Lap Pool,Jogging Track,Hydrotherapy Pool",797 sqft / 74.04 sqm,2,2,"THE CREST 
@ Prince Charles Crescent. 

Many units SOLD over the Weekend!!

Attractive Prices

All HIGH floors with stunning views! 
1 bedroom 657 - 710sqft
2 bedroom 775-1001sqft 
2 + Study 883-1044sqft 

All 3 bedrm with (PPP) 
Preferential Payment Plan-Only 5% & Move in!
3 bedroom 1184-1378 sqft 
Fr $2,185,000
(Choice of typical, loft and dual-key available)

Special 3-months Defect Liability Period (DLP) given by developer. 

Other choice units up to 4 bedroom dual-key available too. 
Operating hours: ‪11am – 6pm‬

Register with me to view this beautiful iconic condominium.
You will fall in love with this masterpiece. 

Make this your dream home now!

嘉御苑是新加坡市中心少见的无遮挡项目，站在高层远眺，城市百万风景线一览无余，尽显“花园城市”魅力！本次加推的103栋顶层就是23楼空中会所，更为便利，乘坐电梯可直达空中会所，享美好夕阳夜色，与亲朋好友共享美好时光。 

Project IC

Alex Ong
93377333
OrangeTee & Tie
www.SgpropertyStar.com","Furnishing,Partially Furnished,District,D03",2018 - 99 years,https://www.99.co/singapore/sale/property/the-crest-condo-XLTp8ZHsSuGtKgXTgjVX76,The Crest,"$1,633,850",Condo,"$2,050 psf"
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool","1,539 sqft / 142.97 sqm",5,5,"NEW LAUNCH 2018!
The Garden Residences - brand new Premium 5- BEDROOM with Private Lift and 3 en-suites FOR SALE!

Beautiful Garden with Smart Home community.
Truly a masterpiece. 
The Garden Residences is a home for all. 
✅ Strong collaboration of Reputable Developers and Builder: Keppel Land / Wing Tai &amp; Dragages.
✅ Wide unit mix of 1 to 5 bedrooms.
✅ Highly efficient layout.
✅ 24 hours Gym overlooking 75m pool. 
✅ Over 100 species of plants along your own boardwalk. 
✅ Free shuttle bus to Serangoon MRT / NEX 
✅ Smart community to TOP it all.

Definitely a sought-after project, be it for own-stay or investment.

Come, MAKE AN APPOINTMENT with me to view the beautiful showsuites of The Garden Residences.

Unfamiliar with this estate? Give me a call. I&#39;ll be glad to walk you around.

The Garden Residences is Located at Serangoon North View with 70% of units over-looking landed houses.

SEARCH for the RIGHT agent:
https://goo.gl/uYxcuZ


Alex Ong 
93377333
www.TheGardenResidences.push.sg","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-ZcD73opUx5p9GWgB2dTiBk,The Garden Residences,"$2,446,000",Condo,"$1,589 psf"
9 Serangoon North View - D19,"Clubhouse,Jacuzzi,Tennis Court,Yoga Corner,Pavilion,Hammocks,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Hydrotherapy Pool",452 sqft / 41.99 sqm,1,1,"NEW LAUNCH 2018!
Beautiful Garden with Smart Home community.

THE GARDEN RESIDENCES - CONNECTING YOU TO ALL THE ESSENTIALS OF LIFE
Overlooking one of Singapore's most-loved neighbourhoods, Serangoon Gardens, enjoy the convenience of being surrounded by a diverse selection of lifestyle, shopping and dining options.

THE GARDEN RESIDENCES - A FOOD AND BEVERAGE HAVEN AT YOUR DOORSTEP
From Singapore’s famous Chomp Chomp Food Centre and the Serangoon Garden Market and Food Centre, to the many cafes, restaurants and pubs nearby, your family will be spoilt for choice when you reside in one of Singapore’s most diverse spots for eating and drinking.

THE GARDEN RESIDENCES - LIVE, STUDY, WORK AND PLAY
There’s no better location to raise your family. Established educational institutions such as Rosyth School and Lycee Francais De Singapour are all within 1km.

Spend quality time together on the weekends at Serangoon Gardens with a choice of cool cafes, local food fare and lifestyle establishments or indulge in some retail therapy at the nearby NEX shopping mall. Work up a sweat at the Serangoon Stadium and Tavistock Avenue Park nearby or head to the Serangoon Gardens Country Club for a weekend brunch with family and friends.

Located at Serangoon North View with 70% of units over-looking landed houses.

SEARCH for the RIGHT agent:
https://goo.gl/uYxcuZ


Alex Ong 
93377333
www.TheGardenResidences.push.sg","Furnishing,Partially Furnished,District,D19",2021 - 99 years,https://www.99.co/singapore/sale/property/the-garden-residences-condo-4qd6pu94awo8GySiWjCvhm,The Garden Residences,"$718,000",Condo,"$1,589 psf"
72 West Coast Road - D5,"Clubhouse,Gym,Swimming Pool,Wading Pool,Playground,Parking,Security,BBQ","1,496 sqft / 138.98 sqm",3,3,"New Listing!
Varsity Park for Sale

Serious Seller!
3 Bedrooms
3 Baths
Size = 1496sqft
Unblock Pool View
Corner Unit
Quiet Facing
No Noon Sun
Balcony
Full Condo Facilities

Please call/SMS 83838300 to arrange for viewing.

Peter Loh
ERA Realty Network Pte Ltd
CEA No: R028064C
M: +65 83838300
W: www.83838300.com","Furnishing,Partially Furnished,Availability,Now,District,D05",2008 - 99 years,https://www.99.co/singapore/sale/property/varsity-park-condominium-condo-BuBaDwequgKb7RJp3KkLUW,Varsity Park Condominium,"$1,780,000",Condo,"$1,190 psf"
8 Ang Mo Kio Avenue 2 - D20,"Jogging Track,Clubhouse,Gym,Jacuzzi,Parking,Undrewater Fitness Station,Games Room,Jet Pool,Yoga Corner,Lap Pool,Lounge,Mini Golf Range,Wading Pool,Playground,Fitness Corner,Security,Reflexology Path,BBQ,Hydrotherapy Pool",452 sqft / 41.99 sqm,1,1,"Click Link to View 360 House Video = http://bit.ly/thepanorama2004

The Panorama for Sale
1 Bedroom
1 Bath
Size = 452sf
Mid Floor
No Afternoon Sun
Quiet Facing
Unblock Greenery View
Tenanted $1800 till May 2021
Full Condo Facilities
Right Next to St Nicholas Girls School

Please call/SMS 83838300 to arrange for viewing. 

Agents Welcome!","Availability,Now,Lease,Flexible",2019 - 99 years,https://www.99.co/singapore/sale/property/the-panorama-condo-eKHdaXFSbr6j6FNVujSxxV,The Panorama,"$730,000",Condo,"$1,615 psf"
13 Silat Avenue - D3,"Clubhouse,Function Room,Water Feature,Gym,Sea View,Tennis Court,Parking,Pond,Patio / PES,Karaoke,Balcony,Retail Shops,Pavilion,Mini Golf Range,Aerobic Pool,Pool Deck,Lounge,Swimming Pool,Wading Pool,Spa Pool,Playground,High Floor,Security,Sky Terrace,Lap Pool,BBQ,Study Room",527 sqft / 48.95 sqm,1,1,"AVENUE SOUTH RESIDENCE factsheet

Lifestyle living inthe heart of Silat Avenue

SILAT AVENUE – DISTRICT 3

Avenue South Residence is a new development by developers UOL, UIC and Kheng Leong located in the Core Central Region (CCR).This development consists of 56 storey twin towers, five four-storey conservation blocks, a childcare centre, 8 commercial units and a total of 1,074 residential units with a unit mix from 1-Bedroom to 4-Bedroom Premium.

Residents will be able to enjoy a wide variety of amenities with 18 unique dining and entertainment venues and 18 experiential sky gardens and sky court.Some facilities available within the development are:

The Sanctuary

The Resort

The Oasis

Garden Observatory and Star-Gazing Alcove on 52ndstorey

Sky Court on the 36thstorey

Firefly Garden and Scent Garden on 24thstorey

Avenue South Residenceresidents will be able to enjoy a variety of shopping, dining and entertainment activities located near the development.Orchard Road Shopping Belt, Suntec City, Marina Square, Central Business District (CBD), Marina Bay, Sentosa and Southern Waterfront are some of the places that are less than 10 minutes’ drive away.Residents would be able to enjoy ease of public transport with the upcoming Tanjong Katong MRT station and Keppel MRT Station less than 1km away.

Project Highlights:

1,074 residential units

Unit mix of1-Bedroom, 2-Bedroom, 2-Bedroom Premium, 3-Bedroom, 3-Bedroom Premium, 4-Bedroom Premium

18 Unique Dining and Entertainment Venues

18 Experiential Sky Gardens and Sky Court

Excellent Accessibility to Central Part of Singapore

Project Details:

Developer: UOL, UIC and Kheng Leong

Address: 1,3,5,7,9,11 and 13 Silat Avenue

Property Type: Private Condominium

Tenure: 99 years leasehold

Total Units: 1074 Residential Units

Unit Mix: 1-Bedroom, 2-Bedroom, 2-Bedroom Premium, 3-Bedroom, 3-Bedroom Premium, 4-Bedroom Premium

Call 98585738 Now To Enquire.","Furnishing,Unfurnished,Facing,South,Availability,Now,District,D03",2023 - 99 years,https://www.99.co/singapore/sale/property/avenue-south-residence-condo-LZDYwWhyR42j5behqkMDgP,Avenue South Residence,"$1,080,000",Condo,"$2,049 psf"
230 Commonwealth Avenue - D3,"Clubhouse,Function Room,Gym,Library,Jacuzzi,Spa Pavilion,Outdoor Dining,Sky Terrace,Yoga Corner,Hammocks,Lap Pool,Pool Deck,Lounge,Swimming Pool,Wading Pool,Hydrotherapy Pool,Playground,Fitness Corner,Reflexology Path,BBQ,Tennis Court",452 sqft / 41.99 sqm,1,1,"Commonwealth Towers for Sale!

1 Bedroom
1 Bath
Size = 452sqft
Mid Floor
With Balcony
Fully Unblock View
Right Next to Commonwealth MRT Station
Full Condo Facilities

Please call/SMS 83838300 to arrange for viewing.

Peter Loh
ERA Realty Network Pte Ltd
CEA No: R028064C
M: +65 83838300
W: www.83838300.com","Furnishing,Partially Furnished,Availability,Now,District,D03",2019 - 99 years,https://www.99.co/singapore/sale/property/commonwealth-towers-condo-gyGzufTpKGyKHTRyUFQu9d,Commonwealth Towers,"$900,000",Condo,"$1,991 psf"
182 Depot Road - D4,"Jogging Track,Clubhouse,Function Room,Retail Shops,Gym,Spa Pavilion,Jacuzzi,Steam Room,Tennis Court,Parking,Pond,Karaoke,Games Room,Study Room,Pavilion,Swimming Pool,Lap Pool,Pool Deck,Lounge,Mini Golf Range,Wading Pool,Waterfall,Playground,Fitness Corner,Security,Sky Terrace,Amphitheatre,BBQ,Hydrotherapy Pool","3,734 sqft / 346.89 sqm",4,4,"Interlace Rare Garden House for Sale!

Serious Seller!
4 Bedrooms
4 Baths
Size = 3734 sqft
Ground Floor Patio
2 Storey plus Basement
2 Private Parking Lots
Landed Feel
Rare Unit
Nicely Renovated
Priced to sell!

Please call/SMS 83838300 to arrange for viewing.

Peter Loh
ERA Realty Network Pte Ltd
CEA No: R028064C
M: +65 83838300
W: www.83838300.com","Furnishing,Partially Furnished,Availability,Now,District,D04",2015 - 99 years,https://www.99.co/singapore/sale/property/the-interlace-condo-UwTbNeVeWnFhGpWt37YcfN,The Interlace,"$3,780,000",Condo,"$1,012 psf"
2 Sing Joo Walk - D8,"Swimming Pool,Jacuzzi,BBQ,Parking",409 sqft / 37.99 sqm,1,1,"New Listing at Jool Suites for Sale!

1 Bedroom
1 Bath
Size = 409sqft
No Noon Sun
Freehold Tenure
Walk to Farrer Park MRT Station

Please call/SMS 83838300 to arrange for viewing.

Peter Loh
ERA Realty Network Pte Ltd
CEA No: R028064C
M: +65 83838300
W: www.83838300.com","Furnishing,Partially Furnished,Availability,Now,District,D08",2014 - Freehold,https://www.99.co/singapore/sale/property/jool-suites-condo-yb54KLL3gfKiBe4V5t7YZD,Jool Suites,"$670,000",Condo,"$1,638 psf"
7 Siglap Road - D15,"Gym,Sauna,Swimming Pool,Wading Pool,Squash Court,Playground,Fitness Corner,Parking,Security,BBQ,Tennis Court",829 sqft / 77.01 sqm,1,1,"Mandarin Gardens is a 99-years leasehold condominium located at Siglap Road in District D15. Mandarin Gardens is close to Bedok MRT EW5. Amenities near Mandarin Gardens Mandarin Gardens is a short drive to Siglap Shopping Centre. It is also not far from several schools such as CHIJ Primary School (Katong), St. Stephen School and CHIJ Katong Convent School. Mandarin Gardens is accessible via Marine Parade Road and East Coast Parkway (ECP).","Furnishing,Unfurnished,Availability,Now,District,D15",1986 - 99 years,https://www.99.co/singapore/sale/property/mandarin-gardens-condo-A6HMKduRXN2Fxf9vFFixZk,Mandarin Gardens,"$870,000",Condo,"$1,049 psf"
